Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,HomeRemote,CompanySize,CompanyType,YearsProgram,YearsCodedJob,YearsCodedJobPast,DeveloperType,WebDeveloperType,MobileDeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ExCoderReturn,ExCoderNotForMe,ExCoderBalance,ExCoder10Years,ExCoderBelonged,ExCoderSkills,ExCoderWillNotCode,ExCoderActive,PronounceGIF,ProblemSolving,BuildingThings,LearningNewTech,BoringDetails,JobSecurity,DiversityImportant,AnnoyingUI,FriendsDevelopers,RightWrongWay,UnderstandComputers,SeriousWork,InvestTimeTools,WorkPayCare,KinshipDevelopers,ChallengeMyself,CompetePeers,ChangeWorld,JobSeekingStatus,HoursPerWeek,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobLeaders,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,ClickyKeys,JobProfile,ResumePrompted,LearnedHiring,ImportantHiringAlgorithms,ImportantHiringTechExp,ImportantHiringCommunication,ImportantHiringOpenSource,ImportantHiringPMExp,ImportantHiringCompanies,ImportantHiringTitles,ImportantHiringEducation,ImportantHiringRep,ImportantHiringGettingThingsDone,Currency,Overpaid,TabsSpaces,EducationImportant,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,CousinEducation,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedFramework,WantWorkFramework,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Methodology,VersionControl,CheckInCode,ShipIt,OtherPeoplesCode,ProjectManagement,EnjoyDebugging,InTheZone,DifficultCommunication,CollaborateRemote,MetricAssess,EquipmentSatisfiedMonitors,EquipmentSatisfiedCPU,EquipmentSatisfiedRAM,EquipmentSatisfiedStorage,EquipmentSatisfiedRW,InfluenceInternet,InfluenceWorkstation,InfluenceHardware,InfluenceServers,InfluenceTechStack,InfluenceDeptTech,InfluenceVizTools,InfluenceDatabase,InfluenceCloud,InfluenceConsultants,InfluenceRecruitment,InfluenceCommunication,StackOverflowDescribes,StackOverflowSatisfaction,StackOverflowDevices,StackOverflowFoundAnswer,StackOverflowCopiedCode,StackOverflowJobListing,StackOverflowCompanyPage,StackOverflowJobSearch,StackOverflowNewQuestion,StackOverflowAnswer,StackOverflowMetaChat,StackOverflowAdsRelevant,StackOverflowAdsDistracting,StackOverflowModeration,StackOverflowCommunity,StackOverflowHelpful,StackOverflowBetter,StackOverflowWhatDo,StackOverflowMakeMoney,Gender,HighestEducationParents,Race,SurveyLong,QuestionsInteresting,QuestionsConfusing,InterestedAnswers,Salary,ExpectedSalary
50236,Professional non-developer who sometimes writes code,No,Hungary,No,"Independent contractor, freelancer, or self-employed",Bachelor's degree,A natural science,All or almost all the time (I'm full-time remote),NA,NA,9 to 10 years,1 to 2 years,NA,NA,NA,NA,C-suite executive,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Disagree,I am not interested in new job opportunities,NA,Between 1 and 2 years ago,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Retirement; Expected work hours; Remote options; Other,Yes,LinkedIn,NA,NA,Somewhat important,Important,Somewhat important,Not very important,Not very important,Not very important,Not very important,Not very important,Not very important,Very important,NA,NA,Tabs,NA,NA,NA,NA,NA,10:00 AM,JavaScript; PHP; SQL,C++; Java; JavaScript; PHP; Python; SQL,NA,NA,MySQL,MySQL,NA,NA,Notepad++,Turn on some music,NA,I don't use version control,NA,Somewhat agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat agree,NA,Satisfied,Satisfied,Somewhat satisfied,Not very satisfied,Satisfied,Somewhat satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",10,Desktop,At least once each week,Several times,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Male; Transgender,A master's degree,White or of European descent,Disagree,Agree,Somewhat agree,Strongly agree,NA,NA
50237,Professional developer,"Yes, both",United States,No,Employed full-time,Bachelor's degree,Management information systems,A few days each month,"10,000 or more employees",Publicly-traded corporation,17 to 18 years,10 to 11 years,NA,Web developer; Mobile developer; Data scientist; Desktop applications developer; Database administrator; DevOps specialist; Quality assurance engineer,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Strongly agree,Disagree,Somewhat agree,"I'm not actively looking, but I am open to new opportunities",NA,Between 2 and 4 years ago,Not very important,Somewhat important,Important,Somewhat important,Very important,Very important,Important,Important,Important,Not very important,Very important,Important,Somewhat important,Not very important,Important,Retirement; Vacation/days off; Health benefits; Equipment; Professional development sponsorship,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. dollars ($),Somewhat underpaid,Tabs,NA,NA,NA,NA,NA,8:00 AM,C#; Java; JavaScript; Objective-C; SQL,C#; Java; JavaScript; Lua; Objective-C,NA,Xamarin; .NET Core,SQL Server; Oracle; SQLite,SQL Server; SQLite,Android; iOS,Android; iOS; Microsoft Azure,Android Studio; Visual Studio; Xcode,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Waterfall; Agile; Lean; Scrum; Pair; Kanban; Evidence-based SWE,Team Foundation Server,Multiple times a day,Disagree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Customer satisfaction; Benchmarked product performance; On time/in budget; Revenue performance; Manager's rating; Peers' rating; Self-rating,Somewhat satisfied,Very satisfied,Very satisfied,Very satisfied,Not at all satisfied,Very satisfied,A lot of influence,A lot of influence,No influence at all,Some influence,A lot of influence,No influence at all,No influence at all,No influence at all,Some influence,No influence at all,Not much influence,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",8,Desktop; iOS browser,At least once each week,At least once each week,Several times,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Disagree,Disagree,Agree,Agree,Somewhat agree,Strongly disagree,Male,A professional degree,White or of European descent,Disagree,Agree,Disagree,Strongly agree,89600,NA
50238,Professional developer,"Yes, both",Russian Federation,No,"Not employed, but looking for work",Professional degree,Computer engineering or electrical/electronics engineering,NA,NA,NA,11 to 12 years,4 to 5 years,NA,Web developer,Full stack Web developer,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,LinkedIn; Monster,I saw an employer's advertisement,NA,Somewhat important,Somewhat important,Important,Somewhat important,Somewhat important,Not at all important,Not at all important,Not at all important,Not at all important,Somewhat important,NA,NA,Spaces,Not very important,Self-taught,Official documentation; Trade book; Stack Overflow Q&A,NA,None of these,8:00 AM,Java; Lua; SQL,Assembly; C; C++; Haskell; Java; JavaScript; Lua; Scala; SQL,NA,AngularJS; Hadoop; React,MySQL; PostgreSQL; Oracle; SQLite,Cassandra; MySQL; PostgreSQL; Oracle; SQLite,Android; Linux Desktop,Android; Linux Desktop; Arduino; Raspberry Pi,Vim; Android Studio; Eclipse,"Put on some ambient sounds (e.g. whale songs, forest sounds)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Somewhat satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I have created a CV or Developer Story on Stack Overflow,5,Desktop; Android browser,Several times,Haven't done at all,Several times,At least once each week,At least once each week,Haven't done at all,Several times,Haven't done at all,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Disagree,Male,A professional degree,White or of European descent,Agree,Somewhat agree,Somewhat agree,Agree,NA,NA
50239,Professional developer,"Yes, I program as a hobby",United States,No,Employed full-time,Some college/university study without earning a bachelor's degree,Computer science or software engineering,"Less than half the time, but at least one day each week","1,000 to 4,999 employees","Privately-held limited company, not in startup mode",20 or more years,20 or more years,NA,Other,NA,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Dice,I was just giving it a regular update,An external recruiter or headhunter,Important,Important,Very important,NA,Important,Somewhat important,Important,Somewhat important,Important,Important,U.S. dollars ($),NA,Both,Important,Online course; Bootcamp; Part-time/evening course; Industry certification; On-the-job training; Self-taught,Official documentation,I already had a job as a developer when I started the program,Get a job as a QA tester; Take online courses; Part-time/evening courses; Conferences/meet-ups,Noon,SQL,SQL,NA,NA,SQL Server,SQL Server,NA,NA,NA,Turn on some music,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Some influence,Not much influence,A lot of influence,Not much influence,Not much influence,Not much influence,Some influence,Not much influence,A lot of influence,A lot of influence,Some influence,"I've heard of Stack Overflow, but have never visited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,"Some college/university study, no bachelor's degree",Black or of African descent,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,NA,NA
50240,Professional developer,"Yes, I program as a hobby",United Kingdom,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",It's complicated,"1,000 to 4,999 employees",I don't know,8 to 9 years,2 to 3 years,NA,Web developer; Other,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Indeed; Monster; Total_Jobs,Something else,I was contacted directly by someone at the company (e.g. internal recruiter),Somewhat important,Important,Somewhat important,Not at all important,Important,Somewhat important,Important,Somewhat important,Not at all important,Important,NA,NA,NA,Somewhat important,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50241,Professional developer,"Yes, I program as a hobby",United Kingdom,No,Employed full-time,Bachelor's degree,Computer programming or Web development,Never,Fewer than 10 employees,"Privately-held limited company, not in startup mode",5 to 6 years,3 to 4 years,NA,Web developer; Graphic designer,NA,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Somewhat agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,LinkedIn,I was just giving it a regular update,An external recruiter or headhunter,Important,Somewhat important,Very important,Somewhat important,Important,Important,Not very important,Somewhat important,Not very important,Important,British pounds sterling (£),Neither underpaid nor overpaid,Tabs,Important,Online course; Self-taught,Stack Overflow Docs; Non-Stack online communities; Other,NA,NA,10:00 AM,Java; JavaScript; PHP; SQL,C++; Dart; Java; JavaScript; PHP; Python; Ruby; SQL; TypeScript,NA,Node.js; React,MySQL,MySQL,Linux Desktop; WordPress,Android; Linux Desktop; WordPress,Atom; Eclipse,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Agile; Scrum; Extreme; Pair; Kanban,Git,Multiple times a day,Disagree,Agree,Disagree,Agree,Strongly agree,Strongly disagree,Somewhat agree,Hours worked; Customer satisfaction; Benchmarked product performance; On time/in budget; Revenue performance; Manager's rating; Peers' rating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9,Desktop; Android browser,At least once each day,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Male,A bachelor's degree,White or of European descent,Somewhat agree,Agree,Disagree,Strongly agree,31250,NA
50242,Professional developer,"Yes, I program as a hobby",United States,No,Employed full-time,Bachelor's degree,A non-computer-focused engineering discipline,Never,"10,000 or more employees",Publicly-traded corporation,10 to 11 years,1 to 2 years,NA,Embedded applications/devices developer; Quality assurance engineer,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,I was just giving it a regular update,A career fair or on-campus recruiting event,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. dollars ($),Neither underpaid nor overpaid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agile; Scrum,Team Foundation Server,Multiple times a day,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,On time/in budget; Manager's rating; Self-rating,Satisfied,Satisfied,Somewhat satisfied,Not at all satisfied,Somewhat satisfied,Not very satisfied,I am the final decision maker,No influence at all,Not much influence,No influence at all,Not much influence,No influence at all,Not much influence,No influence at all,No influence at all,No influence at all,Not much influence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e4,NA
50243,Professional non-developer who sometimes writes code,"Yes, both",United Kingdom,"Yes, full-time",Employed part-time,Secondary school,NA,A few days each month,Fewer than 10 employees,"Privately-held limited company, not in startup mode",11 to 12 years,2 to 3 years,NA,NA,NA,NA,Product manager; Analyst or consultant; Designer or illustrator,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I'm not actively looking, but I am open to new opportunities",1,Between 2 and 4 years ago,Important,Important,Important,Important,Not very important,Very important,Important,Very important,Important,Important,Very important,Very important,Important,Important,Important,Retirement; Annual bonus; Professional development sponsorship; Expected work hours; Meals,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Spaces,NA,On-the-job training; Self-taught; Coding competition; Open source contributions,Official documentation; Trade book; Textbook; Stack Overflow Q&A; Non-Stack online communities; Friends network,NA,Take online courses; Contribute to open source; Participate in online coding competitions; Buy books and work through the exercises,11:00 AM,Assembly; C; C#; JavaScript; PHP; Python; SQL,Assembly; C; C++; C#; JavaScript; PHP; Python; SQL,AngularJS; Node.js; .NET Core,React; Xamarin,MongoDB; MySQL; PostgreSQL; SQLite,MySQL,Android; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Android; Windows Desktop; Linux Desktop; Arduino; Raspberry Pi; Amazon Web Services (AWS); Microsoft Azure,Notepad++; Vim; Visual Studio,Turn on some music,Waterfall; Agile; Lean; Mob; Kanban; Domain-driven design,Git,Multiple times a day,Strongly disagree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,NA,Very satisfied,Satisfied,Very satisfied,Very satisfied,Very satisfied,Satisfied,Some influence,Not much influence,I am the final decision maker,A lot of influence,I am the final decision maker,A lot of influence,A lot of influence,A lot of influence,Not much influence,Some influence,A lot of influence,"I've visited Stack Overflow, but haven't logged in/created an account",10,Desktop; Android browser,At least once each week,Once or twice,Once or twice,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Agree,Strongly disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Male,High school,White or of European descent,Agree,Strongly agree,Strongly disagree,Strongly agree,NA,NA
50244,Professional developer,"Yes, I program as a hobby",Brazil,I prefer not to say,Employed full-time,Secondary school,NA,A few days each month,10 to 19 employees,"Privately-held limited company, not in startup mode",5 to 6 years,1 to 2 years,NA,Web developer,Full stack Web developer,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,LinkedIn,A friend told me about a job opportunity,A general-purpose job board,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Brazilian reais (R$),Greatly overpaid,Tabs,Important,Online course; Bootcamp,NA,I got a job as a developer before completing the program,Return to college; Participate in hackathons; Participate in online coding competitions; Buy books and work through the exercises,9:00 AM,C#; SQL; TypeScript,Assembly; C; C++; R; Ruby,NA,AngularJS; .NET Core,SQL Server,SQL Server; MySQL; PostgreSQL; Oracle; SQLite,NA,NA,Visual Studio; Visual Studio Code,Turn on some music,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,NA,No influence at all,No influence at all,"I've visited Stack Overflow, but haven't logged in/created an account",10,Desktop,At least once each day,At least once each day,At least once each day,At least once each day,At least once each day,At least once each day,At least once each day,At least once each day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Male,"Some college/university study, no bachelor's degree",Hispanic or Latino/Latina,Strongly agree,Strongly agree,Disagree,Strongly agree,4203.82165605096,NA
50245,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,A few days each month,"10,000 or more employees",Publicly-traded corporation,6 to 7 years,3 to 4 years,NA,Web developer; Machine learning specialist; Desktop applications developer,NA,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a soft ""g,"" like ""jiff""",Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,"I'm not actively looking, but I am open to new opportunities",1,Between 2 and 4 years ago,Important,Important,Very important,Important,Important,Very important,Important,Important,Somewhat important,Not very important,Important,Very important,Important,Very important,Important,Annual bonus; Equipment; Professional development sponsorship; Meals,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,Somewhat important,Online course; Bootcamp; Self-taught; Coding competition; Hackathon; Open source contributions,Official documentation; Stack Overflow Q&A; Built-in help,I already had a job as a developer when I started the program,Take online courses; Bootcamp; Participate in online coding competitions; Conferences/meet-ups,11:00 AM,C#; Java; JavaScript; Python; SQL,C#; Java; JavaScript; PHP; Python; SQL,Node.js; React; .NET Core,Hadoop; Node.js; React,MongoDB; MySQL; Oracle,MongoDB; Oracle,Windows Desktop; WordPress,NA,Notepad++; Eclipse; Visual Studio,Keep the room absolutely quiet,Waterfall; Agile; Scrum; Pair,Subversion,Multiple times a day,Agree,Agree,Somewhat agree,Strongly agree,NA,Strongly disagree,Somewhat agree,Bugs found; Release frequency; Customer satisfaction; Benchmarked product performance; On time/in budget; Peers' rating,Very satisfied,Satisfied,Satisfied,Very satisfied,Satisfied,Satisfied,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,"I have a login for Stack Overflow, but haven't created a CV or Developer Story",9,Desktop; Android browser,At least once each day,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Several times,Once or twice,Several times,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Male,A bachelor's degree,I prefer not to say,Somewhat agree,Agree,Disagree,Agree,NA,NA
50246,Professional developer,"Yes, both",United States,No,Employed full-time,Bachelor's degree,Management information systems,A few days each month,"1,000 to 4,999 employees","Privately-held limited company, not in startup mode",19 to 20 years,5 to 6 years,NA,Web developer,Full stack Web developer,NA,NA,6,7,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",Agree,NA,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,U.S. dollars ($),Somewhat underpaid,Spaces,Somewhat important,Online course; On-the-job training; Self-taught; Open source contributions,Official documentation; Trade book; Stack Overflow Q&A; Non-Stack online communities; Friends network,NA,NA,8:00 AM,Java; JavaScript,Java; JavaScript; Swift,AngularJS; Node.js,AngularJS; Node.js,MySQL,Cassandra; MongoDB; PostgreSQL; SQLite,Mac OS; Raspberry Pi,iOS; Mac OS; Raspberry Pi,Atom; Notepad++; Sublime Text; Eclipse; Visual Studio; Visual Studio Code,Turn on some music,Agile; Lean; Kanban,Git,Multiple times a day,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Disagree,Disagree,Customer satisfaction; Benchmarked product performance; Manager's rating; Peers' rating; Self-rating,Very satisfied,Satisfied,Somewhat satisfied,Somewhat satisfied,Satisfied,Satisfied,Some influence,Some influence,Some influence,Some influence,A lot of influence,Some influence,A lot of influence,Some influence,Some influence,No influence at all,Not much influence,I have created a CV or Developer Story on Stack Overflow,8,Desktop; iOS browser; iOS app,Several times,Once or twice,Once or twice,Several times,Several times,Once or twice,Several times,Haven't done at all,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Disagree,Male,A bachelor's degree,White or of European descent,Disagree,Agree,Strongly disagree,Strongly agree,65e3,NA
50247,Professional developer,No,United Kingdom,"Yes, part-time",Employed full-time,Bachelor's degree,Computer science or software engineering,Never,"10,000 or more employees",I don't know,2 to 3 years,Less than a year,NA,Desktop applications developer,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Important,Online course,NA,NA,Return to college,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agile; Scrum,Subversion,A few times a month,Somewhat agree,Agree,Disagree,Disagree,Agree,Agree,Agree,NA,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Not much influence,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,No influence at all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50248,Student,"Yes, I program as a hobby",Germany,No,"Not employed, and not looking for work",Secondary school,NA,NA,NA,NA,Less than a year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"With a hard ""g,"" like ""gift""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Important,Very important,Important,Important,Very important,Not very important,Somewhat important,Important,Not at all important,Important,Euros (€),NA,Tabs,NA,Online course; Self-taught,Stack Overflow Q&A; Non-Stack online communities; Other,NA,Take online courses; Bootcamp; Part-time/evening courses; Participate in online coding competitions,10:00 AM,C++; C#; Java; JavaScript; PHP; Python; SQL,C#; Java; JavaScript,Xamarin; .NET Core,Node.js; .NET Core,MySQL,MySQL,Android; Arduino; Raspberry Pi,Arduino; Raspberry Pi,Atom; Notepad++; Android Studio; Eclipse; Visual Studio; Visual Studio Code,Turn on some music,NA,Git,Never,Somewhat agree,Strongly disagree,Disagree,Strongly disagree,NA,Disagree,Agree,Hours worked; Release frequency; Benchmarked product performance; On time/in budget; Manager's rating; Self-rating,Very satisfied,Very satisfied,Very satisfied,Satisfied,Somewhat satisfied,Very satisfied,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I've visited Stack Overflow, but haven't logged in/created an account",8,Desktop,At least once each week,At least once each week,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Haven't done at all,Somewhat agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Male,A doctoral degree,White or of European descent,Agree,Strongly agree,Disagree,Strongly agree,NA,NA
