ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
82060,I code primarily as a hobby,"Student, full-time",India,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,Other (please specify):,4,NA,NA,NA,NA,NA,NA,Assembly;Java;Python,Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python,MySQL;SQLite,SQLite,NA,NA,NA,NA,NA,NA,Git,Git,Eclipse;PyCharm;Sublime Text,Eclipse;Sublime Text,Linux-based,Call a coworker or friend;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, definitely",No,18-24 years old,Man,No,NA,NA,I am blind / have difficulty seeing,"Or, in your own words:",Too long,Easy,NA
82061,I am a developer by profession,Employed full-time,Hong Kong (S.A.R.),NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,15,10,Engineering manager,"10,000 or more employees",HKD	Hong Kong dollar,60000,Monthly,Node.js;Ruby;TypeScript,Elixir;Ruby,PostgreSQL;Redis,PostgreSQL;Redis,Google Cloud Platform,NA,Express;Ruby on Rails,Ruby on Rails,NA,NA,Docker;Git;Yarn,Docker;Git,Sublime Text;Visual Studio Code,Visual Studio Code,MacOS,Google it,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,NA,None of the above,None of the above,Appropriate in length,Easy,92628
82062,I am a student who is learning to code,"Student, full-time",Brazil,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,Online Courses or Certification,2,NA,NA,NA,NA,NA,NA,Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript,Bash/Shell;C;C++;Node.js;Python;SQL;TypeScript,NA,NA,NA,NA,Gatsby;React.js,Angular;Angular.js;Django;Gatsby;React.js;Ruby on Rails;Vue.js,NumPy;React Native,NumPy;React Native;TensorFlow;Torch/PyTorch,Git;Yarn,Git;Yarn,Emacs;Vim;Visual Studio Code,Emacs;Vim,Linux-based,Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,18-24 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Easy,NA
82063,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Brazil,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",21,17,"DevOps specialist;Engineer, site reliability;System administrator","10,000 or more employees",BRL	Brazilian real,NA,NA,Bash/Shell;Groovy;Java;Python,Bash/Shell;Groovy;Java;Python;Rust,Oracle;SQLite,Couchbase;Elasticsearch;MongoDB;Oracle;PostgreSQL;Redis;SQLite,NA,NA,NA,NA,NumPy;Pandas,NumPy;Pandas;TensorFlow;Torch/PyTorch,Ansible;Git,Ansible;Docker;Git;Kubernetes;Terraform,Eclipse;IPython/Jupyter;Vim,Eclipse;IPython/Jupyter;PyCharm;Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,"White or of European descent;Multiracial;East Asian;Indigenous (such as Native American, Pacific Islander, or Indigenous Australian)",None of the above,None of the above,Appropriate in length,Easy,NA
82064,I am a student who is learning to code,"Student, full-time",Canada,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,Online Courses or Certification,3,NA,NA,NA,NA,NA,NA,Bash/Shell;HTML/CSS;Java;JavaScript;Python;TypeScript,Java;Node.js,NA,NA,NA,NA,NA,NA,NumPy,Pandas;React Native;TensorFlow;Torch/PyTorch,Git,Git,IntelliJ;Notepad++;PyCharm;Sublime Text;Vim;Visual Studio Code,Eclipse;IPython/Jupyter;Vim,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder);I have an anxiety disorder;Or, in your own words:",Appropriate in length,Easy,NA
82065,I am a developer by profession,Employed full-time,Taiwan,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",8,2,"Developer, full-stack;Developer, back-end;Developer, embedded applications or devices","1,000 to 4,999 employees",TWD	New Taiwan dollar,40000,Monthly,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL,Bash/Shell;C;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL,Firebase;Oracle,Firebase;MongoDB;MySQL;Oracle;Redis;SQLite,NA,NA,ASP.NET;ASP.NET Core ;Django;jQuery;Vue.js,Django;Flask;React.js;Spring;Svelte;Vue.js,.NET Framework,Flutter,Git,Docker;Git;Yarn,Eclipse;Notepad++;Vim;Visual Studio;Visual Studio Code,Eclipse;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Appropriate in length,Neither easy nor difficult,15912
82066,None of these,"Independent contractor, freelancer, or self-employed",Germany,NA,NA,"Associate degree (A.A., A.S., etc.)",25 - 34 years,Other (please specify):,Less than 1 year,38,Other (please specify):,NA,NA,NA,NA,APL;Swift,NA,Microsoft SQL Server,NA,AWS;Google Cloud Platform,NA,Angular;FastAPI,NA,NA,NA,NA,NA,NA,NA,Other (please specify):,Visit another developer community (please name):,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Less than once per month or monthly,No,NA,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,NA
82067,I am a developer by profession,Employed full-time,United States of America,New York,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Friend or family member;Online Courses or Certification;Books / Physical media",15,8,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)",2 to 9 employees,USD	United States dollar,65000,Yearly,Elixir;HTML/CSS;JavaScript;Node.js;Python;SQL,Elixir;HTML/CSS;SQL,PostgreSQL;Redis;SQLite,PostgreSQL;Redis;SQLite,AWS;DigitalOcean;Google Cloud Platform,AWS;DigitalOcean;Google Cloud Platform,React.js;Svelte,NA,NA,NA,Git,Git,Neovim;Vim;Visual Studio Code,Neovim,MacOS,Call a coworker or friend;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Meditate;Play games,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,NA,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,NA,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,Appropriate in length,Easy,65000
82068,I am a developer by profession,Employed full-time,Australia,NA,NA,"Other doctoral degree (Ph.D., Ed.D., etc.)",11 - 17 years,School;Online Forum;Books / Physical media,17,4,"Other (please specify):;Data scientist or machine learning specialist;Academic researcher;Scientist;Developer, embedded applications or devices","5,000 to 9,999 employees",AUD	Australian dollar,105000,Yearly,C++;Python,C++;Python;Rust,NA,NA,NA,NA,NA,NA,NumPy,NumPy,Git,Git,IPython/Jupyter;Sublime Text;Vim;Visual Studio;Visual Studio Code,IPython/Jupyter;Sublime Text;Vim;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,A few times per month or weekly,Not sure/can't remember,NA,"No, not really",No,25-34 years old,Man,No,Gay or Lesbian,White or of European descent,None of the above,"I have a concentration and/or memory disorder (e.g. ADHD);I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,70150
82069,"I am not primarily a developer, but I write code sometimes as part of my work",I prefer not to say,China,NA,NA,Something else,Younger than 5 years,School,NA,NA,NA,I don’t know,CNY	Chinese Yuan Renminbi,NA,Weekly,C#;HTML/CSS;JavaScript,C#;HTML/CSS;JavaScript,Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,NA,NA,ASP.NET;ASP.NET Core ;jQuery;React.js;Vue.js,ASP.NET Core ;Vue.js,.NET Framework;.NET Core / .NET 5,NA,NA,NA,Android Studio;Notepad++;PyCharm;Sublime Text;Visual Studio Code,NA,Windows,Visit Stack Overflow;Meditate,NA,NA,NA,NA,NA,NA,25-34 years old,Woman,NA,NA,NA,NA,NA,NA,NA,NA
82070,I am a developer by profession,Employed full-time,United States of America,Illinois,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Books / Physical media",12,1,"Developer, embedded applications or devices","10,000 or more employees",USD	United States dollar,70000,Yearly,Assembly;C;C++;JavaScript;Node.js;Python,Assembly;C;Python,MongoDB,NA,NA,NA,Express,NA,NA,NA,Git,Git,Eclipse;Notepad++;PyCharm;Visual Studio;Visual Studio Code,PyCharm;Visual Studio Code,Windows,Call a coworker or friend;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"No, not really",Yes,18-24 years old,Man,No,Bisexual,White or of European descent,None of the above,None of the above,Too long,Easy,70000
82071,I am a developer by profession,Employed full-time,Argentina,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification;Books / Physical media",20,12,"Developer, front-end",100 to 499 employees,USD	United States dollar,66000,Yearly,HTML/CSS;JavaScript;Ruby,Elixir;HTML/CSS;JavaScript;Ruby;TypeScript,NA,NA,NA,NA,React.js;Ruby on Rails,React.js;Ruby on Rails,NA,NA,NA,NA,Neovim;Vim,Neovim,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,66000
82072,I am a developer by profession,Employed full-time,Australia,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Books / Physical media,25,16,"Developer, desktop or enterprise applications;Developer, back-end",500 to 999 employees,AUD	Australian dollar,100000,Yearly,C;C#;C++;Delphi,C;C#;C++,NA,NA,NA,NA,ASP.NET Core ,ASP.NET Core ,.NET Core / .NET 5,.NET Core / .NET 5,NA,NA,Eclipse;Notepad++;Visual Studio;Visual Studio Code,Eclipse;Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,Southeast Asian,None of the above,None of the above,Appropriate in length,Easy,66810
82073,I am a developer by profession,Employed full-time,Russian Federation,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,Coding Bootcamp;Online Forum;Books / Physical media,19,7,"Developer, full-stack;DevOps specialist;Engineer, site reliability;Product manager;Educator",20 to 99 employees,RUB	Russian ruble,450000,Monthly,Bash/Shell;C;C#;Dart;HTML/CSS;JavaScript;Node.js;Python;TypeScript,C#;Dart,MariaDB;MongoDB;PostgreSQL;Redis;SQLite,Elasticsearch;MongoDB;PostgreSQL;Redis,DigitalOcean;Google Cloud Platform,DigitalOcean,Django;Express;Flask;Svelte;Vue.js,Svelte,.NET Core / .NET 5;Flutter,Flutter;TensorFlow,Ansible;Docker;Git;Kubernetes;Yarn,Docker;Git;Kubernetes;Pulumi,IntelliJ;IPython/Jupyter;Vim;Visual Studio Code;Xcode,Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Not sure/can't remember,NA,"No, not really",Yes,25-34 years old,Prefer not to say,Prefer not to say,Prefer not to say,I don't know;Multiracial;Biracial,None of the above,None of the above,Too long,Easy,84924
82074,I am a student who is learning to code,"Student, full-time",United States of America,California,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5 - 10 years,School;Online Courses or Certification,2,NA,NA,NA,NA,NA,NA,HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Swift;TypeScript,Assembly;Bash/Shell;Go;PHP,SQLite,MySQL;Oracle;PostgreSQL,NA,NA,NA,NA,NumPy;TensorFlow,NA,NA,NA,Sublime Text;Visual Studio Code;Xcode,Atom,MacOS,Google it,Stack Overflow;Stack Exchange,A few times per month or weekly,No,NA,"No, not at all",Yes,NA,NA,NA,NA,NA,NA,NA,Too long,Neither easy nor difficult,NA
82075,None of these,"Not employed, but looking for work",India,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Java,Java;JavaScript,Microsoft SQL Server,NA,DigitalOcean;Google Cloud Platform;Microsoft Azure,NA,Spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82076,"I am not primarily a developer, but I write code sometimes as part of my work","Not employed, but looking for work",United States of America,Maryland,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",6,NA,"Developer, full-stack",NA,NA,NA,NA,HTML/CSS;JavaScript;Node.js;PHP;Python;SQL,C++;Java;Python,MySQL,MySQL,AWS,AWS,NA,NA,NA,NA,Git,Git,Atom,Atom,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,NA
82077,"I am not primarily a developer, but I write code sometimes as part of my work",I prefer not to say,Pakistan,NA,NA,"Professional degree (JD, MD, etc.)",35 - 44 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Forum;Friend or family member;Online Courses or Certification;Other (please specify):;Colleague;Books / Physical media",3,3,NA,"Just me - I am a freelancer, sole proprietor, etc.",PKR	Pakistani rupee,NA,Yearly,APL,NA,Cassandra,NA,NA,NA,Angular.js;Drupal;Express;FastAPI;jQuery;Laravel;Spring,Express;FastAPI,.NET Framework,.NET Framework,Chef;Flow;Git;Unreal Engine;Xamarin;Yarn,NA,Atom;IPython/Jupyter;NetBeans;RStudio;TextMate;Visual Studio;Visual Studio Code,NetBeans;RStudio;TextMate;Visual Studio;Visual Studio Code,Windows Subsystem for Linux (WSL),Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Visit another developer community (please name):;Other (please specify):,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Less than once per month or monthly,Yes,Multiple times per day,"Yes, definitely",No,35-44 years old,Man,Yes,NA,"Or, in your own words:",Prefer not to say,Prefer not to say,Too long,Neither easy nor difficult,NA
82078,I am a student who is learning to code,"Not employed, but looking for work",Saudi Arabia,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,Online Courses or Certification;Other (please specify):;Books / Physical media,Less than 1 year,NA,"Developer, front-end",NA,NA,NA,NA,HTML/CSS;JavaScript,C#;Node.js;PHP;Python;SQL;TypeScript,Firebase,MongoDB;MySQL;SQLite,Heroku,AWS,React.js,Angular.js;Django;Express;Laravel;Vue.js,React Native,Flutter,Git,Yarn,Visual Studio,Android Studio;Atom;PHPStorm;PyCharm;Sublime Text,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,Too long,Easy,NA
82079,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,China,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Coding Bootcamp;School;Online Courses or Certification,14,10,System administrator,"1,000 to 4,999 employees",CNY	Chinese Yuan Renminbi,6000,Monthly,Bash/Shell;Java;Perl;SQL,Python;SQL,IBM DB2;Oracle,Microsoft SQL Server;MySQL;Oracle,NA,NA,NA,NA,Hadoop,NumPy;Pandas;Torch/PyTorch,NA,NA,Eclipse;Vim,IPython/Jupyter;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,A few times per month or weekly,Not sure/can't remember,NA,"No, not really",Yes,25-34 years old,Man,No,Straight / Heterosexual,East Asian,None of the above,None of the above,Too long,Neither easy nor difficult,10284
